chord_and_mode	medtner_tales	beethoven_piano_sonatas	ABC	mendelssohn_quartets	grieg_lyric_pieces	bach_en_fr_suites	liszt_pelerinage	scarlatti_sonatas	chopin_mazurkas	bartok_bagatelles	kleine_geistliche_konzerte	corelli	bach_solo	mozart_piano_sonatas	frescobaldi_fiori_musicali	wagner_overtures	kozeluh_sonatas	rachmaninoff_piano	peri_euridice	schubert_winterreise	jc_bach_sonatas	wf_bach_sonatas	debussy_suite_bergamasque	tchaikovsky_seasons	ravel_piano	couperin_concerts	monteverdi_madrigals	c_schumann_lieder	schulhoff_suite_dansante_en_jazz	mahler_kindertotenlieder	couperin_clavecin	dvorak_silhouettes	schumann_liederkreis	pleyel_quartets	pergolesi_stabat_mater	schumann_kinderszenen	sweelinck_keyboard	poulenc_mouvements_perpetuels	handel_keyboard	sum
V7/iii, major	True	True	True	True	True	False	True	True	True	True	False	True	True	True	False	True	False	True	False	False	True	True	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	False	False	20
IM7, major	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	False	False	False	False	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	20
V(9), minor	True	True	True	True	True	True	True	True	True	False	False	True	False	True	False	True	True	False	True	False	True	True	False	False	False	True	True	False	False	False	False	False	False	False	True	True	False	False	False	20
vi2, major	True	True	True	True	True	True	False	True	True	False	True	True	True	True	True	True	False	False	False	False	False	True	True	True	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	20
ii(4), major	True	True	True	True	True	False	True	True	True	True	False	True	True	True	True	True	True	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	20
iv65, minor	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	20
V65/V, minor	True	True	True	True	False	True	True	True	True	False	False	True	True	True	False	False	True	False	False	False	True	True	True	False	False	True	False	False	False	True	True	False	False	True	True	False	False	False	False	20
iii64, major	True	True	True	True	True	True	True	False	True	False	False	True	True	True	False	True	False	False	False	False	True	True	True	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	20
V6/ii, major	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	False	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	20
viio43/V, minor	True	True	True	True	True	True	True	True	True	False	False	False	True	True	False	True	True	True	False	True	False	False	False	True	False	False	False	False	False	True	False	False	False	True	True	True	False	False	False	20
#viio2, minor	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	False	True	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	20
I/V, major	True	True	False	False	True	True	True	True	True	True	False	True	False	True	False	False	False	False	True	False	True	True	False	False	False	False	False	True	False	True	True	False	True	True	False	True	False	False	True	20
V2/V, minor	True	True	True	True	True	True	True	True	True	False	True	False	False	False	True	False	True	True	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	19
I6(2), major	False	True	True	False	False	True	True	True	True	False	False	True	True	True	True	True	True	False	False	False	True	False	True	True	False	True	True	False	False	False	True	False	False	False	True	False	False	False	False	19
v64, minor	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False	False	True	False	False	False	False	True	False	True	True	True	False	False	True	False	False	False	False	False	False	True	False	False	19
I(64), major	True	True	True	True	True	True	False	True	True	False	False	True	True	True	False	True	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	False	19
vi(4), major	True	True	True	True	False	True	True	False	False	True	True	True	False	True	True	True	True	False	False	True	False	False	True	False	False	True	False	True	False	False	False	False	False	False	True	True	False	False	False	19
#viio6/iv, minor	True	True	True	True	False	True	False	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	False	False	False	False	True	True	False	False	False	False	False	False	True	False	True	False	False	19
viio2, major	True	True	True	True	True	True	True	False	False	False	False	False	True	True	False	True	True	False	False	True	False	False	False	True	False	False	False	True	False	True	False	True	True	True	False	True	False	False	False	19
iio6, major	True	True	True	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	True	True	True	False	False	False	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False	19
viio/V, minor	True	True	True	True	False	True	True	True	False	False	False	False	True	True	False	False	True	False	False	True	True	True	True	True	False	False	False	False	False	False	False	True	False	True	True	False	True	False	False	19
V2/ii, major	True	True	True	True	False	True	True	True	False	False	True	False	True	True	False	True	True	False	False	True	True	True	False	True	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	19
i7, minor	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	False	False	True	False	False	False	False	True	False	True	True	False	False	False	True	True	False	False	False	False	False	False	False	False	19
V/v, minor	True	True	True	True	True	True	False	True	True	False	True	True	True	False	True	False	False	False	True	True	True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	19
viio43, major	True	True	True	True	True	False	True	True	True	False	False	False	False	True	False	True	True	True	False	True	False	True	False	True	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	19
V43/ii, major	True	True	True	True	True	False	True	True	True	False	True	False	True	True	False	True	True	False	False	False	False	False	False	True	False	False	False	True	True	False	True	False	True	True	False	False	False	False	False	19
V(64)/vi, major	False	True	True	True	True	True	False	True	True	False	True	True	True	True	True	False	False	False	True	False	False	True	False	False	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	18
bVII, major	False	True	True	True	True	False	True	True	True	False	True	False	True	False	True	False	True	True	True	True	False	False	False	False	True	False	True	True	False	False	False	False	True	False	False	False	False	False	False	18
V2/III, minor	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	False	False	True	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	18
viio65/V, major	False	True	True	True	True	True	True	False	True	False	False	False	True	True	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	18
V6/vi, major	False	True	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	False	False	True	True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	18
ii7, minor	True	True	True	True	True	True	True	True	False	False	True	True	True	True	False	False	True	False	False	False	False	False	True	False	False	True	True	False	False	False	True	False	False	False	True	False	False	False	False	18
vii, minor	True	True	True	True	False	True	False	False	True	False	True	True	True	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	18
I(94), major	True	True	True	True	True	True	False	True	True	False	False	False	False	True	False	False	True	False	False	False	True	True	False	False	False	True	True	False	False	False	True	True	True	True	False	False	False	False	False	18
viio6/IV, major	True	True	True	True	True	True	False	True	True	False	True	True	True	True	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	18
V7/v, minor	True	True	True	True	True	True	False	True	True	False	True	True	True	True	True	False	False	False	True	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	18
VIM65, minor	True	True	False	True	True	True	False	True	True	True	False	True	True	True	True	False	True	False	False	False	False	False	True	True	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	18
i(64), minor	False	False	True	True	True	True	False	True	True	False	True	True	True	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False	False	True	False	False	True	True	True	False	False	False	18
iv(9), minor	True	True	True	True	True	True	False	True	True	False	True	True	True	True	True	False	False	False	False	False	False	True	False	False	False	True	True	False	False	False	False	False	False	False	True	True	False	False	False	18
V43/vi, major	True	True	True	True	True	True	True	True	True	False	False	False	False	True	False	True	True	False	False	True	True	True	False	False	False	False	False	True	False	False	False	True	True	False	False	False	False	False	False	18
#viio/iv, minor	False	True	True	True	True	True	False	True	False	False	True	True	True	True	False	False	True	True	False	True	True	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	18
i(6), minor	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	False	False	False	False	True	True	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	18
ii%43, major	True	True	True	True	True	False	True	False	True	True	False	False	True	True	False	False	True	False	False	True	False	True	False	True	False	False	False	True	False	False	False	True	False	False	True	True	False	False	False	18
IV6(2), major	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	True	True	False	True	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	18
viio64, major	False	True	True	True	True	True	True	True	True	False	False	True	True	True	True	True	True	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	18
#viio7/ii, major	False	True	True	True	True	True	True	True	True	False	False	False	True	True	False	True	True	False	False	False	True	True	False	True	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	18
bIII, major	True	True	True	True	True	False	True	True	True	False	True	False	True	True	True	True	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	18
